,roles,companies,locations,experience,skills
670,Data Scientist,Orbcomm Technologies,Hyderabad,8-13 Yrs,"Supply chain, Data analysis, Analytical, Machine learning, Agile, Telematics, Data quality, microsoft"
671,Data Scientist,Beinex,Remote,5-8 Yrs,"Analytical, Machine learning, Research, Statistics, Machine, Data, Analytics"
672,Data Scientist,ADQ Services,Hyderabad,1-3 Yrs,"Data analysis, data science, Machine learning, Programming, Mathematics, data visualization, Statistics, Analytics"
673,Data Scientist,ADQ Services,Hyderabad,4-7 Yrs,"Statistical analysis, data science, Machine learning, Programming, Mentor, Data quality, data visualization, big data"
674,Data Scientist,Lightcast,Chennai,3-7 Yrs,"Computer science, Operations research, Project management, Analytical, Machine learning, market data, Natural language processing, data visualization"
675,Data Scientist,Quantium Analytics,Hyderabad,5-8 Yrs,"Health insurance, People development, Coding, Analytical, Consulting, Actuarial, Analytics, SQL"
676,Data Scientist,Techintegrants,Noida,3-5 Yrs,"Computer science, deep learning, data science, Neural networks, Analytical, Machine learning, power bi, Natural language processing"
677,Data Scientist,Veve,Mumbai,8-13 Yrs,"Data analysis, Product engineering, Analytical, Machine learning, Business intelligence, Data mining, Forecasting, SQL"
678,Expert Data Scientist,Ciklum,Chennai,1-2 Yrs,"Computer science, Data analysis, Operations research, Project management, HIPAA, Clinical trials, Healthcare, Business solutions"
679,Data Scientist,Kasmo Cloud Solutions,Hyderabad,3-8 Yrs,"C++, Automation, GIT, Simulation, Data modeling, Simulink, QlikView, MATLAB"
680,Data Scientist,Athena Education,Gurugram,5-8 Yrs,"Computer science, Cloud computing, Data analysis, Product engineering, data science, Social media, Machine learning, Data processing"
681,Data Scientist,Pocket Fm,Remote,2-7 Yrs,"Statistical modeling, Translation, Usage, data science, Advocate, Analytics, SQL, Python"
682,Data Scientist,ECS | Enterprise Change Specialists,Hyderabad,8-13 Yrs,"Computer science, Automation, data science, data security, Machine learning, Data processing, Business intelligence, Stakeholder management"
683,Data Scientist,Analytics Liv Digital,Ahmedabad,8-13 Yrs,"data science, GCP, Machine learning, Cloud, data governance, Natural language processing, data visualization, Python"
684,Data Scientist,Team Management Services,Pune,2-5 Yrs,"Computer science, GCP, Debugging, Machine learning, Resource management, Continuous improvement, Forecasting, Cost optimization"
685,Data Scientist,Net Connect,Mumbai (All Areas),7-12 Yrs,"Snowflake, Data Warehousing, Python, SQL, Warehouse, Data"
686,Data Scientist,Godrej Properties,Mumbai,8-13 Yrs,"Computer vision, Nutrition, Machine learning, Life sciences, agrochemical, SQL, Python, Data extraction"
687,Data Scientist,UPS Supply Chain Solutions (UPS SCS),Chennai,3-7 Yrs,"Unix, Performance tuning, C++, Data analysis, Linux, Data management, Windows, Open source"
688,Data Scientist,Akhil Systems,Gurugram,5-8 Yrs,"Computer science, Cloud computing, Statistical analysis, data science, Analytical, Machine learning, Healthcare, data visualization"
689,Forecasting-Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,Hyderabad,4-9 Yrs,"Supply chain, Cloud computing, data science, Time series analysis, Demand forecasting, Consulting, Machine learning, Data collection"
690,Media Mix Modelling-Data Scientist | Hrvite,Xcel Hires Managment Solutions Pvt Ltd,Hyderabad,3-8 Yrs,"Data analysis, Analytical, Social media, Consulting, data integrity, Regression analysis, Business intelligence, CRM"
691,Data Scientist,Zealogics.com,Remote,7-15 Yrs,"Performance tuning, metadata, Data management, Coding, data security, Agile, Data quality, Customer service"
692,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Data analysis, Automation, data science, Machine learning, Data collection, Manager Technology, Deployment, Python"
693,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Linux, MySQL, Debugging, Javascript, Data structures, HTML, MVC, Photoshop"
694,LLM Data Scientist,Turing Global India,Remote,3-7 Yrs,"Cloud computing, Front end, Version control, Linux, Coding, Healthcare, System design, SQL"
695,Data Scientist,Brillius,Hyderabad,8-13 Yrs,"Logistic regression, Front end, Analytical, Machine learning, linear regression, Data processing, Data quality, Data mining"
696,Data Scientist - Recommender S/ms,Pragmaticplay India,Hyderabad,3-6 Yrs,"Training, Data validation, Google Analytics, Web services, Analytical, Gaming, Monitoring, Python"
697,Data Scientist,Godrej Foods,Mumbai,3-5 Yrs,"Computer science, Computer vision, Nutrition, Machine learning, Wellness, Life sciences, agrochemical, SQL"
698,Data Scientist,Minfy,Gurugram,5-8 Yrs,"Computer science, Data analysis, data science, SAS, Agile, Predictive modeling, Scrum, Analytics"
699,Data Scientist,Agco Corporation,Pune,2-6 Yrs,"Logistic regression, Data analysis, data science, Analytical, Machine learning, linear regression, Predictive modeling, Data mining"
700,Data Scientist,Fusemachines,Pune,8-13 Yrs,"data cleansing, Data analysis, Automation, Manager Quality Assurance, Machine learning, MySQL, Cost reduction, data visualization"
701,Data Scientist,Omnixone,Surat,3-7 Yrs,"Statistical analysis, data science, Business Analyst, Machine learning, Programming, data visualization, Data mining, big data"
702,NLP Data Scientist,Insignia Consultancy Solutions,Remote,2-3 Yrs,"Computer science, Analytical skills, deep learning, data science, Architecture, Scalability, Machine learning, Natural language processing"
703,Data Scientist,Siteplug,Mumbai,3-7 Yrs,"Computer science, Data analysis, Product engineering, Analytical, Machine learning, Business intelligence, Data mining, Forecasting"
704,Data Scientist ML,Codvo,Remote,4-5 Yrs,"Product management, Text mining, Statistical modeling, Product innovation, Time management, Analytical, Machine learning, digital strategy"
705,Data Scientist,Lab49,Mumbai,3-7 Yrs,"Supply chain, Automation, Front end, Agile, Scrum, Data mining, Analytics, SQL"
706,Data Scientist,ION,Mumbai,2-6 Yrs,"Supply chain, Automation, Front end, Agile, Scrum, Data mining, Analytics, SQL"
707,Data Scientist - 990,ION,Mumbai,2-6 Yrs,"Supply chain, Automation, Front end, Agile, Scrum, Data mining, Analytics, SQL"
708,Data Scientist,Kavi Software Technologies,Chennai,2-7 Yrs,"Data Science, Pyspark, AWS, Python, Machine Learning, SQL, Machine, Science"
709,Data Scientist,Axis Asset Management Company,Mumbai,12-18 Yrs,"Operations research, Team leading, Sales operations, Project management, Machine learning, data governance, Data quality, data integrity"
710,Data Scientist,Neuron7,Remote,2-5 Yrs,"Computer vision, deep learning, Machine learning, Shell scripting, Transformers, Data analytics, Mathematics, Statistics"
711,Data Scientist,Adyog,Chennai,3-7 Yrs,"Computer science, advanced analytics, Focus, Machine learning, SCALA, Programming, Mathematics, Data mining"
712,Data Scientist,Particle Black,Chennai,2-6 Yrs,"algorithms, python, predictive, machine learning algorithms, mlpredictive analytics, Analytics, Machine, Machine learning"
713,Data Scientist,ION,Noida,2-6 Yrs,"Supply chain, Automation, electronic trading, Time series analysis, Machine learning, Workflow, Operations, Analytics"
714,Data Scientist (Search & Recommendation),Binance,Remote,4-8 Yrs,"Product management, Computer science, Computer vision, Career development, Publishing, financial products, Machine learning, Application development"
715,Data Scientist,Fint Solutions,Hyderabad,5-10 Yrs,"deep learning frameworks, erp, python, data analysis, natural language processing, togaf, neural networks, data migration"
716,AI/ML Developer - Data Scientist,Aspire Software Solutions,Ahmedabad,2-7 Yrs,"Training, deep learning, Usage, Linux, Opencv, Machine learning, Deployment, Data quality"
717,Data Scientist,Bprise,Mumbai,3-7 Yrs,"Data analysis, data science, Neural networks, Analytical, Machine learning, Data collection, Data mining, big data"
718,Data Scientist,Hanu Consultancy Services,"Noida, Greater Noida",1-5 Yrs,"Operations research, Analytical, Machine learning, data visualization, Data mining, Business intelligence, Revenue generation, SQL"
719,Data Scientist,Byteiq Analytics,Bhubaneswar,5-8 Yrs,"Training, Logistic regression, Data analysis, Statistical analysis, GCP, Cloud Services, Machine learning, Relationship"
720,DATA SCIENTIST - DL/ML,Diverse Lynx,Hyderabad,1-5 Yrs,DATA SCIENTIST - DL/ML
721,Data Scientist (Python),Diverse Lynx,Hyderabad,5-8 Yrs,"Python, Data"
722,Data Scientist,HP Hood,Gurugram,3-7 Yrs,"Data analysis, data science, Coding, Machine learning, SCALA, SPSS, Operations, Analytics"
723,Data Scientist,Searchurcollege,"Varanasi, Kannur, Mumbai, New Delhi",1-3 Yrs,"Statistical modeling, tableau, Coding, Analytical, Machine learning, power bi, Calculus, data visualization"
724,DATA SCIENTIST,Tanla Platforms,Hyderabad,3-8 Yrs,"Training, Telecom, deep learning, Product engineering, Usage, Coding, Machine learning, Statistics"
725,Data Scientist,Head Infotech India,Hyderabad,2-4 Yrs,"Career development, Mediclaim, Statistical analysis, Venture capital, E-commerce, Deployment, Gaming, Private equity"
726,Data Scientist,aLTHEA.AI,Noida,1-2 Yrs,"Healthcare, Data"
727,Data Scientist,Flodata Analytics,New Delhi,5-8 Yrs,"PDF, data science, Science, Data"
728,Data Scientist (Machine Learning / AI),Som Imaging Informatics,Kolkata,5-8 Yrs,"deep learning, Team management, data science, Neural networks, Machine learning, Programming, Python, Management"
729,Data Scientist,Wissda Consulting,Pune,7-12 Yrs,"SAS, Machine learning, Hypothesis Testing, Statistics, Python, Software testing, Machine, Data"
730,Data Scientist,Resulticks,Chennai,5-10 Yrs,"Data analysis, Prototype, Analytical, Machine learning, Perl, Data mining, MATLAB, Forecasting"
731,Data Scientist,Diyguru,"New Delhi, Pune",3-5 Yrs,"Training, Computer science, Renewable energy, Analytical, Data collection, Predictive modeling, Data mining, Analytics"
732,Data Scientist,Datamatics,Mumbai,2-6 Yrs,"Data analysis, data science, Machine learning, data governance, Market research, SPSS, Statistics, Analytics"
733,Data Scientist,Square Yards,Mumbai,2-7 Yrs,"Data analysis, Machine learning, Programming, Natural language processing, Mathematics, big data, Statistics, SQL"
734,Data Scientist,Adomobi Technology,Gurugram,8-13 Yrs,"Analytical skills, Advertising, Analytics, Analytical, Data, Analytical Skill"
735,Data Scientist,Thinkhat Software,Hyderabad,2-7 Yrs,"Bioinformatics, Life Sciences, GEO, Genomics, multi-omics, mRNA, Ngs, Drug Discovery"
736,Data Scientist,Bonzer Business Solutions(BBS),Noida,5-10 Yrs,"Unix, Software design, Linux, Shell scripting, Machine learning, Agile, SPSS, MATLAB"
737,Data Scientist,Sandoz,Hyderabad,4-8 Yrs,"deep learning, Statistical analysis, Neural networks, Project management, Analytical, Machine learning, Programming, Natural language processing"
738,Data Scientist,Business Brio,Kolkata,2-5 Yrs,"tableau, SAS, Machine learning, microsoft azure, model development, QlikView, Open source, Analytics"
739,Data Scientist,SK International,Mumbai,2-4 Yrs,"data science, GCP, OOPS, Cloud, HR, Customer experience, Multivariate analysis, Statistics"
740,Data Scientist,The Product Guys,Pune,5-7 Yrs,"SAN, Data analysis, Data modeling, Analytical, Data quality, CRM, Python, Analysis"
741,Data Scientist,Avanse Financial Services,Mumbai,2-6 Yrs,"Analytical, Strategy formulation, Machine learning, Predictive modeling, Competitive intelligence, data visualization, Analytics, SQL"
742,Data Scientist,Bitcomm Technologies,Noida,8-13 Yrs,"Data analysis, Machine learning, Data collection, Predictive modeling, Operations, Forecasting, Testing, Machine"
743,Data Scientist,Cradlepoint,Noida,8-12 Yrs,"Computer vision, orchestration, GCP, Analytical, Machine learning, Programming, Data processing, SQL"
744,Data Scientist 1,Mondelez,Mumbai,3-7 Yrs,"Data analysis, Sales planning, SAS, Analytical, Packaging, Business intelligence, consumer goods, Analytics"
745,Data Scientist,Lab49,Noida,3-7 Yrs,"Supply chain, Automation, electronic trading, Time series analysis, Machine learning, Operations, Analytics, SQL"
746,Data Scientist,Datacouch,Nagar,1-4 Yrs,"pandas, data extraction, analytical instruments, predictive modeling, machine learning algorithms, machine learning, sql, communication skills"
747,Data Scientist (Remote),Bungee Tech India,Chennai,3-7 Yrs,"python, natural language processing, spark, predictive modeling, computer vision, programming, statistics, communication skills"
748,Data Scientist,Hitachi Solutions,Pune,3-7 Yrs,"Computer vision, Data analysis, Operational excellence, data science, Artificial Intelligence, Machine learning, Distribution system, SQL"
749,Data Scientist-Gen AI _CoreOps.AI,CoreOps.AI,Noida,5-7 Yrs,"deep learning, Prototype, Artificial Intelligence, Machine learning, Deployment, Data quality, Apache, Python"
750,Data Scientist,Comscore Technologies,"Noida, Pune",1-4 Yrs,"algorithms, access, data, analytical, mathematics, rating, media, research"
751,Data Scientist,Codiant,Indore,1-4 Yrs,"LLM, Gen AI, NLP, Tensorflow, prompt engineering, Matplotlib, Cnn, Machine Learning"
752,Data Scientist,Quantium Analytics,Hyderabad,3-8 Yrs,"Data analysis, data science, Analytical, Artificial Intelligence, Consulting, Data quality, FMCG, Analytics"
753,Data Scientist Demand Forecasting,Talent Linked Consultancy,Hyderabad,9-15 Yrs,"Supply chain, data services, Demand forecasting, Customer retention, Product sales, Data analytics, Apache, SQL"
754,Data Scientist,Engro Technologies,Hyderabad,3-7 Yrs,"ann, algorithms, python, cnn, natural language processing, mathematics, data mining, machine learning"
755,Data Scientist,AppVenture.,New Delhi,8-13 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
756,Data Scientist,Vide Alpha Tech Services,New Delhi,1-5 Yrs,"C++, Analytical, SCALA, Data collection, Data Analyst, data visualization, Business intelligence, Data mining"
757,Data Scientist,Cognitivecare,Remote,3-6 Yrs,"python, natural language processing, predictive analytics, neural networks, machine learning, artificial intelligence, text analytics, sql"
758,Data Scientist,NIMOY.AI,Gurugram,2-7 Yrs,"deep learning, NoSQL, GCP, Social media, Django, Machine learning, Data structures, Data mining"
759,Data Scientist,ION,Noida,2-6 Yrs,"Supply chain, Automation, electronic trading, Time series analysis, Machine learning, Operations, Analytics, SQL"
760,Data Scientist,Zeblearn Technologies,Noida,3-7 Yrs,Data Scientist
761,Data Scientist,EVC Labs,Gurugram,3-5 Yrs,"Logistic regression, deep learning, RDBMS, Neural networks, Analytical, Machine learning, Forecasting, SQL"
762,Data Scientist,Enovadata,Valsad,3-6 Yrs,"Computer science, Computer vision, Performance tuning, Automation, Version control, RDBMS, Artificial Intelligence, Machine learning"
763,LLM Trainer/Data Scientist,Turing Global India,Remote,3-5 Yrs,"Data analysis, Machine learning, data integrity, SQL, Python, Machine, Analysis, Data"
764,Data Scientist,Hookfish.in,Mumbai,4-8 Yrs,"Graphics, Administration, Sales operations, Strategic planning, PHP, Entrepreneur, Business strategy, Budgeting"
765,Data Scientist Computer Vision,Threev Technologies,New Delhi,4-6 Yrs,"Process automation, Computer science, Electrical engineering, Computer vision, C++, Aviation, Algorithm development, Programming"
766,Data Scientist,IDESLABS,Hyderabad,5-8 Yrs,"Healthcare, power bi, Data, Bi"
767,Data Scientist,IDESLABS,Hyderabad,5-7 Yrs,"Computer science, C++, Payroll, Usage, Google Analytics, Coding, Machine learning, Javascript"
768,Data Scientist,Tranzita Systems,Lucknow,1-3 Yrs,"C++, Operations research, Analytical, Artificial Intelligence, Machine learning, data visualization, Business intelligence, Statistics"
769,Data Scientist (Optimization).,Quvia (Formerly Neuron),Chennai,2-6 Yrs,"Supply chain, Data analysis, Operations research, Aviation, Network optimization, Machine learning, Scheduling, Operations"
770,Data Scientist,Mapup,Remote,1-10 Yrs,"Data analysis, Prototype, Coding, Analytical, Machine learning, Flex, Algorithm development, Analytics"
771,Data Scientist,Rfid4u It Solutions,Coimbatore,3-8 Yrs,"Computer languages, Data analysis, Neural networks, Machine learning, Packaging, SEZ, Predictive modeling, data visualization"
772,Geospatial Data Scientist,Giskernel Technologies,Pune,1-5 Yrs,Geospatial Data Scientist
773,Data Scientist,TechKnowledgeHub.org,Remote,3-7 Yrs,"Version control, GIT, Artificial Intelligence, Machine learning, Natural language processing, data visualization, Internship, Python"
774,Data Scientist,Rapid Canvas,Remote,4-9 Yrs,"Computer science, Operations research, data science, GCP, Machine learning, SAGE, Data mining, AWS"
775,Data Scientist,Odetta,Remote,3-7 Yrs,"Computer science, data science, SQL database, Coding, Business analytics, R Programming, Machine learning, Hadoop"
776,Data Scientist,The Tech Ravens,Noida,3-5 Yrs,"Infrastructure, SQL, Python, Data"
777,Data Scientist,Birdeye,Gurugram,1-2 Yrs,"Computer science, GCP, Analytical, Social media, Machine learning, Silicon, Customer experience, Salesforce"
778,Data Scientist,Rentable Co,Remote,3-8 Yrs,"Computer science, Cloud computing, Usage, Product engineering, Machine learning, ROC, Competitive intelligence, data visualization"
779,Data Scientist,Blackstraw Technologies,Chennai,8-13 Yrs,"deep learning, C++, Operations research, Machine learning, Natural language processing, data visualization, Econometrics, Forecasting"
780,Data Scientist,Mapmygenome,Hyderabad,3-8 Yrs,"Genomics, Machine learning, Healthcare, Research, biomedical, Bioinformatics, Data, Machine"
781,Data Scientist,Xemplar Insights,Hyderabad,5-10 Yrs,"Computer science, Backend, Analytical, Machine learning, Data quality, Risk management, MS Office, Data mining"
782,Data Scientist - Cs Soft Solutions,Cs Soft Solutions,Mohali,3-8 Yrs,"Computer science, Computer vision, data science, GCP, Opencv, Focus, Machine learning, Cloud"
783,Data Scientist,Saraca Solutions,Chennai,5-10 Yrs,"Engineering services, Product engineering, Medical devices, Semiconductor, Aerospace, GCP, Consulting, Machine learning"
784,Data Scientist,Blue Lotus Technologies,Chennai,4-9 Yrs,"Computer science, E-learning, Data analysis, Image processing, Moodle, Data mining, Lotus, Analytics"
785,Full Stack Data Scientist,Aganitha Cognitive Solutions,Hyderabad,3-8 Yrs,"Mining, Computer vision, Data analysis, Artificial Intelligence, Machine learning, Data processing, Monitoring, Downstream"
786,Data Scientist,Vistan Nextgen,Hyderabad,2-7 Yrs,"Printing, deep learning, PDF, Linux, Image processing, Machine learning, Open source, big data"
787,Data Scientist,Psylinks Security,Guwahati,8-13 Yrs,Data Scientist
788,Data Scientist (ML and Time Series),P99soft,Hyderabad,3-8 Yrs,"Text mining, Health insurance, Data analysis, GIT, Analytical, Machine learning, Forecasting, Analytics"
789,Data Scientist,Callaway Digital Technologies,Hyderabad,3-6 Yrs,"E-commerce, accounting, Data"
790,Data Scientist,SA Technologies,Hyderabad,4-5 Yrs,"Data modeling, User interaction, IT consulting, Service excellence, Healthcare, CMMI, Deployment, Research"
791,Data Scientist,Edhitch,New Delhi,2-5 Yrs,"Analytical skills, Statistical analysis, data science, data manipulation, Machine learning, data visualization, Statistics, SQL"
792,Data Scientist,Cradlepoint,Noida,8-13 Yrs,"Computer vision, orchestration, GCP, Analytical, Machine learning, Programming, Data processing, SQL"
793,Data Scientist,Retransform,Mumbai,8-10 Yrs,"Payroll, Data modeling, MySQL, PHP, Process Lead, System Administrator, SQL, Salesforce"
794,Graduate Data Scientist,Kounsel,New Delhi,1-5 Yrs,"python, c++, java, presentation skills, kotlin, statistical software, Statistics, Data"
795,Data Scientist,Glib,Ahmedabad,2-7 Yrs,"Computer science, Statistical modeling, Machine learning, SCALA, power bi, Data quality, data visualization, Data mining"
796,Data Scientist,Ayruz,"Kochi, Thiruvananthapuram",2-6 Yrs,"Data analysis, Process optimization, Excel, Time management, Data collection, Product sales, Data mining, Powerpoint"
797,Pricing Data Scientist,Hot Tub Condos,New Delhi,2-5 Yrs,"Hospitality, Senior management, Postgresql, MySQL, Integration testing, pricing strategy, Programming, Advanced Excel"
798,Pricing Data Scientist,Hot Tub Condos,New Delhi,2-7 Yrs,"Hospitality, Senior management, Postgresql, MySQL, Integration testing, pricing strategy, Programming, Advanced Excel"
799,Data Scientist,Tech Ringers,Hyderabad,2-6 Yrs,"BPO, Computer science, Operations research, Staffing, Pharma, Consulting, Hadoop, Industrial engineering"
800,Data Scientist,Tech Ringers,Hyderabad,8-13 Yrs,"BPO, RF, Image processing, Staffing, Pharma, Artificial Intelligence, Consulting, Machine learning"
801,Data Scientist,Business Brio,Kolkata,1-2 Yrs,"SAS, Machine learning, E-commerce, Deployment, microsoft azure, QlikView, Open source, Analytics"
802,Data Scientist,Data Software Research Company Pvt Ltd.,Chennai,3-5 Yrs,"data science, Coding, Analytical, Social media, Machine learning, Business intelligence, Forecasting, Analytics"
803,Data Scientist,MX Technologies,Chennai,2-5 Yrs,"advanced analytics, python, data analysis, modeling, scala, data mining, predictive, random forest"
804,Graduate Data Scientist,Kounsel,New Delhi,1-5 Yrs,"SAN, C++, Prototype, System integration, Machine learning, MATLAB, Bioinformatics, SQL"
805,Data Scientist,Torcai Digital Media,"Dehradun, Hyderabad, Gurugram",2-5 Yrs,"Data analysis, Bidding, Linux, data science, Shell scripting, Mentor, Calculus, Mentoring"
806,Data Scientist,Clustor Computing,Nagpur,,
807,Data Scientist,Response Informatics,Hyderabad,1-5 Yrs,"Data analysis, data science, Clinical operations, Machine learning, Healthcare, Wellness, Health management, SQL"
808,Data Scientist | GeakMinds | Chennai,GeakMinds Technologies Pvt Ltd,Chennai,3-5 Yrs,"AI&ML, Machine Learning, Python, SQL, Azure Synapse, Azure Analytics, Power Bi, Tableau"
809,Data Scientist,Uplers,Chennai,2-5 Yrs,"Data Science, Predictive Modeling, Big Data Technologies, Kibana, Training Models, Data Cleanup, loan lifecycle, Data Visualization"
810,Data Scientist,Cybrient Systems,Mohali,8-13 Yrs,Data Scientist
811,Data Scientist,Hitachi Solutions,Pune,2-5 Yrs,"Computer science, Computer vision, Data analysis, Operational excellence, data science, Artificial Intelligence, Machine learning, Distribution system"
812,Data Scientists,Deeptek,Pune,3-7 Yrs,"Computer vision, Medical imaging, Linux, data science, Neural networks, Machine learning, Programming, Manager Technology"
813,Data Scientist,Diverse Lynx,Pune,4-7 Yrs,"Product management, Data analysis, Database, Manager Technology, Research, Project design, DBMS, Technology"
814,Data Scientist,Automationedge,Pune,4-8 Yrs,"Training, deep learning, Backend, Linux, Artificial Intelligence, Machine learning, Transformers, Deployment"
815,Data Scientist,Fitfyles,New Delhi,5-8 Yrs,"Logistic regression, Factor analysis, Algorithms, Simulation, Analytical, Tools, Healthcare, Forecasting"
816,Data Scientist,Navikenz India,Noida,5-10 Yrs,"Text mining, Coding, Neural networks, Machine learning, Javascript, Data collection, Data mining, Analytics"
817,Data Scientist,Trexquant Investment,Gurugram,3-6 Yrs,"Statistical analysis, Linux, SQL database, Machine learning, Mathematics, Research, Management, Statistics"
818,Data Scientist,Redbixbite,Pune,3-5 Yrs,"Training, data science, Machine learning, Data collection, Programming, Data quality, Natural language processing, data visualization"
819,Data Scientist,Avanse Financial Services,Mumbai,2-5 Yrs,"Customer profitability, Business analytics, Analytical, Social media, Machine learning, Competitive intelligence, data visualization, Data mining"
820,Data Scientist,International Initiative For Impact Evaluation,New Delhi,6-11 Yrs,"Data analysis, SDS, Nutrition, Coding, Sensors, Data mining, MATLAB, SQL"
821,Data Scientist,Datamatics Staffing Services (DSSL),Mumbai,7-12 Yrs,"Data analysis, data science, Database management, Machine learning, data governance, Market research, SPSS, Analytics"
822,Data Scientist,Einnosys,Ahmedabad,2-7 Yrs,"Data analysis, Manufacturing process, Machine learning, Predictive modeling, Machinery, Operations, Monitoring, SQL"
823,Data Scientist,Dispatch Network,Pune,3-6 Yrs,"Backend, Simulation, data science, GCP, Machine learning, Data mining, Forecasting, SQL"
824,Data Scientist,Liases Foras,Mumbai,5-7 Yrs,"Computer languages, Data analysis, Business objects, Machine learning, Predictive modeling, Data mining, Business solutions, SQL"
825,Remote Data Scientist - Python,Turing Global India,Remote,2-5 Yrs,"Analytical skills, Data analysis, Networking, Manager Technology, SQL, Python, Data, Technology management"
826,Data Scientist,Turing Global India,Remote,10-12 Yrs,"Neural networks, Machine learning, power bi, data visualization, Data mining, Forecasting, Monitoring, SQL"
827,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Supply chain, Data analysis, Process optimization, SAS, Neural networks, Machine learning, Healthcare, Scheduling"
828,Data Scientist,Turing Global India,Remote,2-5 Yrs,"System architecture, Machine learning, cloud storage, Data structures, Data mining, Analytics, Python, Quantitative analysis"
829,Data Scientist,Turing Global India,Remote,2-5 Yrs,"Statistical programming, SAS, GCP, Machine learning, Data structures, Data mining, MATLAB, SQL"
830,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Analytical skills, Data analysis, Data modeling, Report writing, Data mining, Operations, Analytics, Monitoring"
831,Data Scientist,Turing Global India,Remote,4-8 Yrs,"Relationship management, Product management, Manager Quality Assurance, Data management, Analytical, Radiology, Agile, Healthcare"
832,Data Scientist,Turing Global India,Remote,3-7 Yrs,"jQuery, NoSQL, Data modeling, Coding, MySQL, Machine learning, Javascript, Ruby"
833,Python Data Scientist,Turing Global India,Remote,3-7 Yrs,"Analytical skills, Data analysis, data science, Artificial Intelligence, Programming, Data analytics, SQL, Python"
834,Data Scientist,Turing Global India,Remote,3-7 Yrs,"C++, Operations research, Time series analysis, financial products, Machine learning, Swaps, Forecasting, Wholesale"
835,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Compliance, Manager Technology, Management, Technology, Data, Technology management"
836,Data Scientist,Turing Global India,Remote,3-7 Yrs,"C++, Operations research, data science, Machine learning, Swaps, Commodity trading, Manager Quality Control, Forecasting"
837,Data Scientist,Turing Global India,Remote,6-8 Yrs,"Economics, Statistical analysis, Machine learning, Mathematics, Management, Statistics, Analytics, Electricals"
838,Data Scientist,Turing Global India,Remote,3-7 Yrs,"JAX, Machine learning, Biology, Saving, Python, Data architecture, Architecture, Machine"
839,Machine Learning Data Scientist,Turing Global India,Remote,2-5 Yrs,"data science, Machine learning, Management, Research, SQL, Python, Machine, Data"
840,Data Scientist,Turing Global India,Remote,6-8 Yrs,"deep learning, data science, Underwriting, MySQL, Machine learning, Healthcare, AWS, Python"
841,Data Scientist,Turing Global India,Remote,2-5 Yrs,"Computer vision, deep learning, Prototype, Machine learning, Cloud, Research, AWS, SQL"
842,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Analytical, Programming, Manager Technology, Deployment, Statistics, Analytics, SQL, Program"
843,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Sales, data science, Javascript, Manager Technology, data integrity, Research, Management, Data mining"
844,Data Scientist,Turing Global India,Remote,3-7 Yrs,"data science, Production, Javascript, Research, Management, SQL, Testing, Software testing"
845,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Financial statements, Machine learning, Programming, Design development, market data, big data, Strategy development, Forecasting"
846,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Analytical skills, Data analysis, data science, SAS, Data mining, SQL scripting, MATLAB, Operations"
847,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Computer vision, Automation, Simulation, Food technology, GCP, Machine learning, Forecasting, Technical support"
848,Data Scientist,Turing Global India,Remote,7-10 Yrs,"Automation, data integrity, Data mining, road safety, Python, Safety, Data"
849,Data Scientist,Turing Global India,Remote,3-7 Yrs,"data science, GCP, Neural networks, Machine learning, Data mining, Operations, Analytics, SQL"
850,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Data analysis, Excel, Analytical, Machine learning, Business intelligence, Forecasting, Analytics, SQL"
851,Data Scientist,Turing Global India,Remote,5-8 Yrs,"Statistical programming, Data analysis, Analytical, Predictive modeling, Data mining, Financial services, SQL, Data extraction"
852,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Training, deep learning, Neural networks, devops, Transition, Transformers, Research, Python"
853,Data Scientist,Turing Global India,Remote,3-7 Yrs,"data cleansing, Analytical skills, SAS, Database design, Design development, Data mining, MATLAB, SQL"
854,Data Scientist,Turing Global India,Remote,3-7 Yrs,"Machine learning, Javascript, Data collection, Data processing, MongoDB, Data mining, Analytics, Python"
855,Data Scientist,Turing Global India,Remote,3-7 Yrs,"data science, Pharma, Data collection, Healthcare, Predictive modeling, Data mining, Business intelligence, Business solutions"
856,Data Scientist,Turing Global India,Remote,3-7 Yrs,"deep learning, customer segmentation, Product engineering, Prototype, data science, Analytical, Production Manager, Test cases"
857,Remote Data Scientist - Python,Turing Global India,Remote,2-5 Yrs,"Data analysis, data science, Networking, Analytical, Manager Technology, SQL, Python, Technology"
858,Data Scientist,Turing Global India,Remote,8-12 Yrs,"Data analysis, data science, Spanish, Predictive analytics, Python, Predictive, Science, Analytics"
